ISO,2000,2001,2004,2005,2006,2007,2008,2009,2010,2011
AFG,,,,,,,,,36.5,
ALB,,,,,,,97.9,,,
DZA,,,,,99.3,,,,,
AGO,,30.2,,,,,,,,
ARG,,,0,,,,,,,
ARM,,,,,,,,,99.1,
AZE,,,,,93.9,,,,,
BGD,,,,,9.6,,,,,
BLZ,,,,,,,,,,95.4
BEN,,,,,59.7,,,,,
BTN,,,,,,,,,99.8,
BOL,,,,,,,75.4,,,
BIH,,,,,99.4,,,,,
BWA,,,,,,72.7,,,,
BRA,,,,,,,,,0,
BFA,,,,,,,,,76.7,
BDI,,,,,,,,,74.9,
KHM,,,,,,,,,62.1,
CMR,,,,,69.1,,,,,
CPV,,,,,,,,,0,
CAF,,,,,,,,,61.5,
TCD,,,,,,,,,15.2,
CHL,,,,,,,,0,,
COL,,,,,,,,,0,
COM,83.5,,,,,,,,,
COG,,,,81.4,,,,,,
CIV,,,,,56.3,,,,,
CUB,,,,,,,,,,100
PRK,,,,,,,,100,,
COD,,,,,,,,,28,
DJI,,,,,87.6,,,,,
DOM,,,,,,,,77.6,,
ECU,,,,,,,,,88,
EGY,,,,98.9,,,,,,
SLV,,,,,,,98.5,,,
GNQ,29.9,,,,,,,,,
ETH,,,,6.9,,,,,,
GAB,89.8,,,,,,,,,
GMB,,,,,,,,,52.4,
GEO,,,,,,,,,,99
GHA,,,,,,,,,,62.2
GTM,,,,,,,0,,,
GIN,,,,42.4,,,,,,
GNB,,,,,,,,,23.7,
GUY,,,,,,,,87.6,,
HTI,,,,81.7,,,,,,
HND,,,,93.9,,,,,,
IND,,,,41.3,,,,,,
IDN,,,,,,54.2,,,,
IRQ,,,,,94.9,,,,,
JAM,,,,,,,98.6,,,
KAZ,,,,,,,,,99.7,
KEN,,,,,,,59.1,,,
KIR,,,,,,,,92.5,,
KGZ,,,,93.6,,,,,,
LAO,,,,,70.8,,,,,
LBN,,,,,,,,99.6,,
LSO,,,,,,,,44.6,,
LBR,,,,,,4,,,,
MKD,,,,,,,,,,99.6
MDG,,,,,,,79.1,,,
MDV,,,,,,,,92.3,,
MLI,,,,,,,,,80.2,
MHL,,,,,,96,,,,
MRT,,,,,,55.2,,,,
MNG,,,,,,,,,99.2,
MNE,,,,98.5,,,,,,
MAR,0,,,,,,,,,
MOZ,,,,,,,30.7,,,
MMR,,,,,,,,72.1,,
NAM,,,,,68.5,,,,,
NRU,,,,,,85.5,,,,
NPL,,,,,,,,,,40.4
NIC,,,,,0,,,,,
NER,,,,,31.4,,,,,
NGA,,,,,,,30.5,,,
PAK,,,,,26.8,,,,,
PER,,,,,,0,,,,
PHL,83,,,,,,,,,
MDA,97.8,,,,,,,,,
RWA,,,,,,,,,62.9,
WSM,,,,,,,,47.4,,
STP,,,,,,,75.5,,,
SEN,,,,,,,,,74.2,
SRB,,,,,,,,,98.7,
SLE,,,,,,,,,78.3,
SOM,,,,,2.7,,,,,
ZAF,,,,,,,0,,,
SSD,,,,,,,,,36,
LKA,,,,,97,,,,,
SDN,,,,,,,,,57.2,
SUR,,,,,95.8,,,,,
SWZ,,,,,,,,,48.8,
SYR,,,,,95.1,,,,,
TJK,,,,88.9,,,,,,
TZA,,,,,,,,,15.9,
THA,,,,99.3,,,,,,
TLS,,,,,,,,55.5,,
TGO,,,,,,,,,78.2,
TTO,,,,,96,,,,,
TUR,,,,,,,92.6,,,
TKM,,,,,95.8,,,,,
TUV,,,,,,50.6,,,,
UGA,,,,,,,,,,29.9
UKR,,,,99.8,,,,,,
UZB,,,,,100,,,,,
VUT,,,,,,26.9,,,,
VEN,92.9,,,,,,,,,
VNM,,,,,,,,,,95.3
YEM,,,,,22.2,,,,,
ZMB,,,,,,14,,,,
ZWE,,,,,,,,,49.3,
ASE,,,,41.3,,,,,,
SAM,,,,41.3,,,,,,
SAE,,,,30.8122,,,,,,
# Series: PCUFWBRF,,,,,,,,,,
# Name: % of female children under five with birth registration,,,,,,,,,,
# Definition: % of female children under five with birth registration,,,,,,,,,,
# Source: UNICEF Global Databases: Child Protection: Birth Registration,,,,,,,,,,
# Data from the No Ceilings project: http://noceilings.org,,,,,,,,,,
"# For more about the data, please visit http://noceilings.org/data",,,,,,,,,,
